note	book	page	result	score	quote
Zübeyde Hanım.md	Kızıltoprak Anıları (Nezih H. Neyzi)	p. 456	unmatched	0	2 Zübeyde 11 Hayrettin 1 kız 1 erkek 2. Giritli Sırrı Paşa ailesi Giritli Helvac
İbrahim Sorguç.md	Bu Defa Niçin Harp Edeceğimi Biliyorum (İbrahim Sorguç)	p. 154	unmatched	0	İbrahim Ethem Sorguç'a 1 93 1 'de verilen İstiklal Madalyası belgesi. 292 İbrahi
İbrahim Sorguç.md	Bu Defa Niçin Harp Edeceğimi Biliyorum (İbrahim Sorguç)	p. 154	unmatched	0	İbrahim Ethem Sorguç'a 1 93 1 'de verilen İstiklal Madalyası belgesi. 292 İbrahi
Şerif Hüseyin.md	Şahbaba (Murat Bardakçı)	p. 686	updated		Halifelik hulyåsr iginde Olan Hüseyin, Mustafa Sabri Efendi'nin Osmanli hilåfeti → Halifelik hülyası içinde olan Hüseyin, Mustafa Sabri Efendi'nin Osmanlı hilafeti
Şerif Hüseyin.md	Arap İsyanı 1916-1918 (David Murphy)	p. 79	unmatched	0	Şerif Hüseyin ı93ı'de Amman'da, Ali ise ı935'te lrak'ta öldü. SURİYE İtilaf Devl
Şerif Hüseyin.md	Arap İsyanı 1916-1918 (David Murphy)	p. 79	unmatched	0	Ekim ı924'te Hüseyin'in tahttan feragat etmesiyle, en büyük oğlu Ali Mekke Emiri
Adana.md	Balkan Harbi'nde Ulaştırma (Bülent Durgun)	p. 222	updated		Teşriniewel başlarında Şam ve Adana'da ı 8 "[ . . . ] B u arada kömür O<:akların → Teşriniewel başlarında Şam ve Adana'da ı 8 "[ . . . ] B u arada kömür O<:akların
Anadolu.md	Şahbaba (Murat Bardakçı)	p. 159	unmatched	78	Hükümdann cülus ynldönümü Anadolu'da da kutlamyor, Mustafa Kemal mülki ve askeri
Anadolu.md	Şahbaba (Murat Bardakçı)	p. 159	unmatched	78	Hükümdann cülus ynldönümü Anadolu'da da kutlamyor, Mustafa Kemal mülki ve askeri
Anadolu.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 51	updated		Maarnafili, Anadolu"nun net:icvi tamarniyle Yir olmeyaeaklanod.an„ Anadolu bile  → İslam ihtilal bayrağının altında bütün Müslüman memleketleri toplayarak Ingiliz 
Anadolu.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 126	updated		Orada bir mUddel kal•p Anadolu WitavaFakiy«tirwi Cemal Pa;eya bildirdik. Orada:n → Orada bir müddet kalp Anadolu muvaffakiyetini Cemal Paça'ya bildirdik. Oradan se
Anadolu.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 315	updated		Fakat yine eminim ki, Anadolu'da da bir kis1m na[.....]lar, Enver hareketinde bi → Fakat yine eminim ki, Anadolu’da da bir kum nâ[....lar, Enver hareketinde bir ul
Anadolu.md	Türk Halkbilimi (Sedat Veyis Örnek)	p. 33	updated		Zaman zaman anlattlklarl arasmda geli9kilerin, yan1191arln da bulunduäu saptanan → Zaman zaman anlattıkları arasında çelikilerin, yanlışların Paa tarafından Türkçe
Anadolu.md	Osmanlı İmparatorluğu Tarihi (Robert Mantran)	p. 521	updated		Anadolu'nun, Suriye'nin kimi yörelerinde durum budur: Suriye'de, Şeyh Zahir'den  → Anadolu'nun, Suriye'nin kimi yörelerinde durum budur: Suriye'de, Şeyh Zahir'den 
Anadolu.md	Sultanın Paşaları (Olivier Bouquet)	p. 145	updated		Örneğin Gazi Ahmed Muhtar'ın (no: 34) Anadolu'da ( 1877 Rus harbi vesilesiyle) g → Örneğin Gazi Ahmed Muhtar'ın (no: 34) Anadolu'da ( 1877 Rus harbi vesilesiyle) g
Arnavutluk.md	Cumhuriyet'in Çinli Misafirleri (Giray Fidan)	p. 164	unmatched	0	Guojilianmeng Cemiyet-i Akvam rtn&Al'I- Shizhengz.ongdu Genel Vali �ınit.ılı Mai
Atina.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 259	updated		Bfil<l, gozlerinizden operim efendim. ismail Canbulat Adres: 3, Via Alpi, Roma 7 → Bâki, gözlerinizden öperim efendim. İsmail Canbulat Adres: 3, Vıı Alpı, Roma 72 
Atina.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 384	unmatched	0	Bu iddiaya gi:ire lzmir Valisi Rahmi Bey, Fransiz vatanda§l olan ve lzmir'in c'i
Atina.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 124	unmatched	0	…t Muhtar Bey* Said Halim Pasa ibrahim Bey Said Halim Pasa Ibrahim Bey* Said Pas
Bakü.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 211	updated		Buguj'i trensizlik yolundan i "l'iuiii'rdenii demek istiyor) gtdemediler. Baku i → trensizlik yolundan ("yüzünden" demek istiyor) gidemediler. Bakü için Çarsamba'y
Bakü.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 306	updated		Onun igin pek ta.hnin etmiycram, Fakal bakal:m ne Yine baraxetlimlle her t•rufvu → Krasnavodskaya 10 3 Teşrinevvel (Ekim) 1921 Sevgili Naciye! Bu sabah kägstlarmuz
Bakü.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 312	updated		Zannederyem bunlar'l Türkiye'ye tahsile gondermek istemi*, Baku'd.e nuvafak Kend → bunlan Türkiye'ye tahsile göndermek istemiş, fakat Bakü'de muvaffak olamamış. Ke
Basra.md	19. Yüzyılda Osmanlı Ekonomisi (Tevfik Güran)	p. 317	unmatched	0	1897 TARiHLi iSTATiSTiK YILLIGI 299 Vilayet Kudüs Musul Van Basra Bagdat Beyrut 
Basra.md	19. Yüzyılda Osmanlı Ekonomisi (Tevfik Güran)	p. 318	unmatched	0	YÜZYILDA OSMANLI EKONOMiSi ÜZERiNE ARAŞTIRMALAR Tablo 9 .2 Osmanlı Devletinin Sa
Batum.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 291	updated		Enterin 180 Batum, 1921 Sevgi„li Na.eiyeciÉi.m: Bug.)n yine u.zun uzad.zye zihn. → Enver'in 180 Batum, 19 Eylül 1921 Sevgili Naciyeciğim! Bugün yine uzun uzadıya z
Batum.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 255	updated		150 Batum Eva Ist.asyonu Cumurt,csi 12 Agta;sts 1921 sultanun, Dün sena ya.uil.k → 150 Batum - Eşya İstasyonu Cumartesi 12 Ağustos 1921 Sevgili sultanın, Naciyeciğ
Batum.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 285	updated		Enur*in 176 Batum, 1921 Sevgili Naayeeigim! Dim trenixniz dbE:ru TifliE'ten hare → 1921 Sevgili Naciyeciğim! Dün trenimiz sekize doğru Tiflis'ten hareketle on seki
Batum.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 291	updated		Enterin 180 Batum, 1921 Sevgi„li Na.eiyeciÉi.m: Bug.)n yine u.zun uzad.zye zihn. → Enver'in 180 Batum, 19 Eylül 1921 Sevgili Naciyeciğim! Bugün yine uzun uzadıya z
Batum.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 209	unmatched	0	Bunda, Enver'in Batum te§ebbusiitJ.nda kendisinin mU.§terek olmadtgmi, Enver'i b
Bağdat.md	The Armenian File (Kâmuran Gürün)	p. 292	updated		83 sent by the Ministry of the Interior to Musul stated: ‘The Armenians who will → 83 sent by the Ministry of the Interior to Musul stated: ‘The Armenians who will
Bağdat.md	19. Yüzyılda Osmanlı Ekonomisi (Tevfik Güran)	p. 317	unmatched	0	1897 TARiHLi iSTATiSTiK YILLIGI 299 Vilayet Kudüs Musul Van Basra Bagdat Beyrut 
Bağdat.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 52	unmatched	72	Haberiniz olsun" diyerek istifa edebilecegi imajtyla mebuslardaki direnci klrmay
Belgrad.md	19. Yüzyılda Osmanlı Ekonomisi (Tevfik Güran)	p. 355	unmatched	0	…ruriye Memôlik-i mahrusedeki memurin maaş ve mesarifi Süfera maaşları Bosna eyô
Belgrad.md	Avrupa'da Müslümanlar (Lucette Valensi)	p. 123	unmatched	0	1588'de esir düşüp onbir yıl boyunca esir kalan Hrrvatistan, :ı -,,-:.:,_:.r:eli
Berlin.md	Enver (Murat Bardakçı)	p. 108	updated		Sarre ailesinin villası, Birinci Dünya Savaşı'nın ardından da Berlin'in önde gel → Sarre ailesinin villası, Birinci Dünya Savaşı'nın ardından da Berlin'in önde gel
Berlin.md	Enver (Murat Bardakçı)	p. 108	updated		Sarre ailesinin villası, Birinci Dünya Savaşı'nın ardından da Berlin'in önde gel → Sarre ailesinin villası, Birinci Dünya Savaşı'nın ardından da Berlin'in önde gel
Berlin.md	Kumandanım Galiçya Ne Yana Düşer (M. Şevki Yazman)	p. 230	unmatched	0	Çok güzel...
Berlin.md	Kumandanım Galiçya Ne Yana Düşer (M. Şevki Yazman)	p. 230	unmatched	0	Çok güzel...
Berlin.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 286	updated		Si.mdi Berlin nasij aeaha. 5i.mdi buradaki tahsisaf.tan yirmi bin mark biriktird → Şimdi Berlin nasıl acaba, rahat insan? Şimdi buradaki tahsisattan hemen yirmi bi
Berlin.md	İstiklal Harbi ve Anadolu (Mehmet Turgut Argun)	p. 244	unmatched	0	Haydarpaşa Askeri Veteriner Tatbikat Okulu salgın hastalıklar asistanlığı yaptı,
Berlin.md	Değişen İstanbul (Zeynep Çelik)	p. 240	updated		Salzenberg, Altchristhichte Bau-denkmaler von Constantinopel (Berlin, 1877); F.W → Salzenberg, Altchristhichte Bau-denkmaler von Constantinopel (Berlin, 1877); F.W
Berlin.md	Türkiye'nin Modernleşmesi (Arnold Reisman)	loc. 76	updated		Bundan başka, 1927'den başlayarak, Berlin Musikhochschule’de ders verdi. Grove C → Bundan başka, 1927'den başlayarak, Berlin Musikhochschule’de ders verdi. Grove C
Beyoğlu and Galata.md	Cumhuriyet'in Çinli Misafirleri (Giray Fidan)	p. 163	unmatched	0	Beicanting llRl§'A: Luomashi !illll Weilian Jl.Ki-$ Kaisating M-fli�iJ HEliiJR:S
Beyoğlu and Galata.md	Şahbaba (Murat Bardakçı)	p. 678	updated		Ben de hele bir kere yukan Gtkzp icap edenlerle görii$iip söyleplim niyeti ile i → Bey yaverler dairesine gitmek üzere ayrıldı. Ben de hele bir kere yukarı rada Sa
Beyoğlu and Galata.md	The Armenian File (Kâmuran Gürün)	p. 224	updated		However, this evening, around 6 p.m. some Armenians threw a bomb in Galata near  → However, this evening, around 6 p.m. some Armenians threw a bomb in Galata near 
Beyrut.md	Talât Paşa'nın Evrak-ı Metrukesi (Murat Bardakçı)	p. 66	updated		ve lîvâsı Yabancı İcmali Mülahizat Ermenİler'in yekûnu Trabzon 948 Erzurum Kayse → ve lîvâsı Yabancı İcmali Mülahizat Ermenİler'in yekûnu Trabzon 948 Erzurum Kayse
Beyrut.md	19. Yüzyılda Osmanlı Ekonomisi (Tevfik Güran)	p. 317	unmatched	0	1897 TARiHLi iSTATiSTiK YILLIGI 299 Vilayet Kudüs Musul Van Basra Bagdat Beyrut 
Bitlis.md	Talât Paşa'nın Evrak-ı Metrukesi (Murat Bardakçı)	p. 66	updated		Erzurum Kayseri Canik Mâmuretülâziz Yozgat Aydın Selanik Konya Dersaadet Diyarbe → Erzurum Kayseri Canik Mâmuretülâziz Yozgat Aydın Selanik Konya Dersaadet Diyarbe
Bitlis.md	Talât Paşa'nın Evrak-ı Metrukesi (Murat Bardakçı)	p. 69	updated		Yabancı Ermeniler'in Adana 1570 Halep Hüdâvendigâr Maraş Kayseri Konya izmit Erz → Yabancı Ermeniler'in Adana 1570 Halep Hüdâvendigâr Maraş Kayseri Konya izmit Erz
Bitlis.md	Türkiye'de Milli İktisat (Zafer Toprak)	p. 491	unmatched	0	…lı Mart, Nisan, Mayıs aylarında Türkiye' de tarım işçisi gündelikleri (kuruş) A
Bitlis.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 386	updated		Galip gehnesi mlimkUn olmayan ama Almanya'yi kurtarmak i~ son Osmanh askerini bi → Galip gelmesi mümkün olmayan ama Almanya'y kurtarmak için son Osmanlı askerini b
Bitlis.md	Sultanın Paşaları (Olivier Bouquet)	p. 139	unmatched	0	…u ve politika memuru Sisom odasında memur Bu göreve ek olarak Aydın vilôyeti mu
Boğazlar.md	Enver (Murat Bardakçı)	p. 641	unmatched	0	J l tONUL J I Türkiye'de ve dünyada meydana gelen önemli olaylar Enver Paşa'nın 
Boğazlar.md	Cumhuriyet'in Çinli Misafirleri (Giray Fidan)	p. 163	unmatched	0	Beicanting llRl§'A: Luomashi !illll Weilian Jl.Ki-$ Kaisating M-fli�iJ HEliiJR:S
Boğazlar.md	Plevne'de Bir Avustralyalı (Charles S. Ryan)	p. 24	updated		Ertesi sabah, Boğaziçinin dışında İstanbul’un yüksekliğini gördük ve en şonra hü → Ertesi sabah, Boğaziçinin dışında İstanbul’un yüksekliğini gördük ve en şonra hü
Bulgaristan.md	Cumhuriyet'in Çinli Misafirleri (Giray Fidan)	p. 164	unmatched	0	…guan Oriental Otel �r,JEı Amenni Ermeni #fjçlftl:lr Haidaerxiaxia Haydarpaşa �a
Bursa.md	Türk Halkbilimi (Sedat Veyis Örnek)	p. 96	updated		Bursa haklqndaki yazllann bir araya getirilmesiyle hamrlanan "Bursa Folkloru"na  → bütünlemesini göz önünde bulundurmayan, gelişigüzel bir düzenle hazırlanmıtır. B
Bursa.md	The Armenian File (Kâmuran Gürün)	p. 144	unmatched	0	122 THE ARMENIAN FILE Province of Bitlis Province of Bursa Province of Katamonu 
Bursa.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 22	updated		…ki yolla.rdft isin Envefe yahut Enver'in Naeiye Sultat'j'a san:radnn Eiden arae → yaymladıgım Enveri kaleme alırken unutulmaz yardumlarım gördügüm pek çok dostum,
Bursa.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 482	unmatched	0	Afganislen'dan hålå muh*/tehe Bursa'yt tutmaktn Sonra ayn sulh teroliaj'i Hindis
Bursa.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 17	updated		Erhan Afyoncu'ya ve metnin mukabelesini yaptigumz genr; hukukc;u Sureyya Bursa'y → Erhan Afyoncu'ya ve metnin mukabelesini yaptğımız genç hukukçu Süreyya Bursa'ya 
Bursa.md	Osmanlı Ortadoğu'sunu Yeniden Düşünmek (Cem Emrence)	p. 166	updated		"The Silk Industry of Bursa, 1880-1914", The Ottoman Empire and the World-Econom → The Silk Industry of Bursa, 1880-1914", The Ottoman Empire and the World-Economy
Bursa.md	Türkiye'de Hükümetler (İhsan Güneş)	p. 240	updated		HÜKÜMETiN KURULU9 BiqiMi 297 Türkiye Büyük Millet Meclisi'nin on bir kisiden Olu → Türkiye Büyük Millet Meclisi’nin on bir kişiden oluşan ilk hükümeti şu kişilerde
Diyarbakır.md	Türk Halkbilimi (Sedat Veyis Örnek)	p. 92	updated		Beysanoğlu "Folklor" teriminin kökenini açıklayan; değiık ülkelerdeki karılıklar → Beysanoğlu "Folklor" teriminin kökenini açıklayan; değiık ülkelerdeki karılıklar
Diyarbakır.md	Şahbaba (Murat Bardakçı)	p. 274	updated		Ankara'd$t bu kayjp sjn;jhtar Bürerken Diyarbakir Millet,vckiJi Nn•nrrj ()nen, k → anahtar koğuşturması sürerken Diyarbakr Milletvekili Nazım Önem, konuyu 8 Mayıs'
Diyarbakır.md	Talât Paşa'nın Evrak-ı Metrukesi (Murat Bardakçı)	p. 66	unmatched	0	…ivas Vilayeti Livası Sivas Yerli Ermeniler 8097 YabancıEr meniler 364 Vilâyât v
Diyarbakır.md	Türkiye'de Milli İktisat (Zafer Toprak)	p. 491	unmatched	0	…I VE SPEKÜLASYON 457 Tablo XXI il: 1 9 1 3 yılı Mart, Nisan, Mayıs aylarında Tü
Diyarbakır.md	Enver (Murat Bardakçı)	p. 53	updated		diyarlar ve bambaşka iklimler gibi gelen beldeler, o devirde İstanbul'dan gönder → diyarlar ve bambaşka iklimler gibi gelen beldeler, o devirde İstanbul'dan gönder
Diyarbakır.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 236	updated		Times'm ifadesine nazaran yeni tayin olunan Diyarbekir mebusu Fevzi Bey ile (bu  → istifa, hastalık. Sana yazdıg mektupta Refet tayininden nt mebusu Fevzi Bey ile 
Diyarbakır.md	Osmanlı Piyadesi 1914-1918 (David Nicolle)	p. 10	unmatched	0	4AOustos Osmanlıların Sina Yarımadası'ndaki ilerleyişi Romani'de durduruldu; Ağu
Diyarbakır.md	Sultanın Paşaları (Olivier Bouquet)	p. 139	unmatched	0	…emuru Sisom odasında memur Bu göreve ek olarak Aydın vilôyeti muhasebecisi ve m
Dolmabahçe Sarayı.md	Değişen İstanbul (Zeynep Çelik)	p. 182	unmatched	0	Bu sürecin ilk aşaması, 17. yüzyılda Dolmabahçe'de bir yazlık bahçe tanzimi ve I
Dolmabahçe Sarayı.md	Değişen İstanbul (Zeynep Çelik)	p. 182	unmatched	0	Bu sürecin ilk aşaması, 17. yüzyılda Dolmabahçe'de bir yazlık bahçe tanzimi ve I
Dolmabahçe Sarayı.md	Şahbaba (Murat Bardakçı)	p. 277	updated		268 Gene bu mücevherler meyanl.nda 936'te ayrc l'il' lißle ile konulduäu anlayla → Gene bu mücevherler meyanında 935'te ayrı bir liste ile hasalara konulduğu anlaş
Edirne.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 66	updated		Edirne vilayetine bir milyon lira kadar kahyordu ki bundan sonra dahi bunu yapma → Edirne vilâyetine bir milyon lira kadar kalıyordu ki bundan sonra dahi bunu yapm
Edirne.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 271	updated		Halbuki Olan bu hesaha nmuuabil ve se+åyat cedve.l]eri koyabiiecek kuwe•tlcri bi → biz Bulgarlar'a karşı koyabilecek kuvvetleri 1914'te bir harp olursa ancak Çatal
Erzurum.md	Talat Paşa'nın Anıları (Talat Paşa)	p. 115	updated		“Sen kölesin, sen korkaksin, çünkü sen bir Ermenisin. → Sen kölesin, sen korkaksin, çünkü sen bir Ermenisin.
Erzurum.md	Talat Paşa'nın Anıları (Talat Paşa)	p. 115	updated		“Sen kölesin, sen korkaksin, çünkü sen bir Ermenisin. → Sen kölesin, sen korkaksin, çünkü sen bir Ermenisin.
Erzurum.md	Talât Paşa'nın Evrak-ı Metrukesi (Murat Bardakçı)	p. 66	unmatched	0	Sivas Vilayeti Livası Sivas Yerli Ermeniler 8097 YabancıEr meniler 364 Vilâyât v
Erzurum.md	Bir Yedek Subayın Anıları (Faik Tonguç)	p. 30	unmatched	0	Erzurum, büyükçe bir şehir olmakla beraber, Hükümet Meydanı'ndaki resmi binalard
Erzurum.md	19. Yüzyılda Osmanlı Ekonomisi (Tevfik Güran)	p. 316	unmatched	0	YÜZVILDA OSMANLI EKONOMiSi ÜZERiNE ARAŞTIRMALAR Tablo 9.1 Osmanlı Devletinin ida
Erzurum.md	İttihadçı'nın Sandığı (Murat Bardakçı)	p. 239	updated		Halbuki o zaman mesela Edirnenin (327) agnam tahsilab 167 bin, Erzurum'un 62 bin → Halbuki o zaman meselã Edirnenin (327) ağnam tahsilatı 167 bin, Erzurum'un 62 bi
Erzurum.md	Türkiye'de Milli İktisat (Zafer Toprak)	p. 491	unmatched	0	…: 1 9 1 3 yılı Mart, Nisan, Mayıs aylarında Türkiye' de tarım işçisi gündelikle
Erzurum.md	Naciyem, Ruhum, Efendim (Murat Bardakçı)	p. 351	updated		Bu iqinde bulundueurn arazi hens,ea bizim Erzurum taretla,nna Her YL'Tden uzak v → Bu içinde bulunduğum arazi hemen bizim Erzurum taraflarına benziyor. Her yerden 
Filistin.md	Trablusgarp Savaşı ve Türk-İtalyan İlişkileri (Timothy W. Childs)	p. 33	updated		Fransa, Filistin'in d1�mda, Lübnan ve Suriye'de, Ítalya'nm dini yay1lmasmdan õtü → Fransa, Filistin’in dişinda, Lübnan ve Suriye’de, İtalya’nın dini yayılmasından 
Filistin.md	Büyük Petro (Robert K. Massie)	p. 654	updated		Romanya, Yugoslavya, Macaristan, Arnavutluk, Suriye, Lübnan, Ürdün, İsrail, Aden → Romanya, Yugoslavya, Macaristan, Arnavutluk, Suriye, Lübnan, Ürdün, İsrail, Aden
Girit.md	Cemal Paşa Hatıralar (Cemal Paşa)	p. 400	updated		vilayetinin umumi valisi, Osmanlı tebaasından bir Hıristiyan veyahut tercihen bi → vilayetinin umumi valisi, Osmanlı tebaasından bir Hıristiyan veyahut tercihen bi
Girit.md	19. Yüzyılda Osmanlı Ekonomisi (Tevfik Güran)	p. 316	unmatched	0	YÜZVILDA OSMANLI EKONOMiSi ÜZERiNE ARAŞTIRMALAR Tablo 9.1 Osmanlı Devletinin ida
Girit.md	Trablusgarp Savaşı ve Türk-İtalyan İlişkileri (Timothy W. Childs)	p. 85	updated		Bu durum çok agir sonuçlara meydan verebilir; Girit'in aynlmasm1, Amavutluk'ta y → Bu durum çok ağir sonuçlara meydan verebilir; Girit'in ayrılmasını, Aravutluk'ta
Halep.md	Osmanlı'da Değişim ve Anayasal Rejim Sorunu (İlber Ortaylı)	p. 268	unmatched	72	İLK OSMANLI PARLAMENTOSU VE OSMANLI MİLLETLERİNİN TEMSİLİ 259 1878’de Da¤›t›lan 
Halep.md	Şahbaba (Murat Bardakçı)	p. 86	updated		Mustafa Kemal'in Halep'in ingilizledin eline gegmesinden iki buquk hafta önce, 1 → Mustafa Kemal'in Halep'in İngilizlerin eline geçmesinden iki buçuk hafta önce, 1
Halep.md	19. Yüzyılda Osmanlı Ekonomisi (Tevfik Güran)	p. 316	unmatched	0	YÜZVILDA OSMANLI EKONOMiSi ÜZERiNE ARAŞTIRMALAR Tablo 9.1 Osmanlı Devletinin ida
Halep.md	Atatürk Hakkında Hatıralar ve Belgeler (Afet İnan)	p. 32	updated		Nitekim Osmanlı ordusu yer yer karşı koymakla beraber, Halep'e kadar çekilmek zo → Nitekim Osmanlı ordusu yer yer karşı koymakla beraber, Halep'e kadar çekilmek zo
Halep.md	Sultanın Paşaları (Olivier Bouquet)	p. 139	unmatched	0	…memur Bu göreve ek olarak Aydın vilôyeti muhasebecisi ve merkez mutasarrıfı Men
Halep.md	Büyük Petro (Robert K. Massie)	p. 1036	unmatched	0	3 9 Bu barbarlardan bazıları: Collins, 9. 1 2 pırlanta öbekleri: Paul of Aleppo,
Hicaz.md	Şahbaba (Murat Bardakçı)	p. 686	updated		Yarın", 20.7.1928'den: Albayrak, 254). → Yarın", 20.7.1928'den: Albayrak, 254)
Hicaz.md	Şahbaba (Murat Bardakçı)	p. 299	unmatched	0	Sabiha" (*) Hicaz seyahatinin hamrhklan 1922 Arahk'xmn ikinci haftagmda bqlami}t
Hicaz.md	Şahbaba (Murat Bardakçı)	p. 686	updated		Yarın", 20.7.1928'den: Albayrak, 254). → Yarın", 20.7.1928'den: Albayrak, 254)
Hicaz.md	19. Yüzyılda Osmanlı Ekonomisi (Tevfik Güran)	p. 316	unmatched	0	YÜZVILDA OSMANLI EKONOMiSi ÜZERiNE ARAŞTIRMALAR Tablo 9.1 Osmanlı Devletinin ida
Hicaz.md	19. Yüzyılda Osmanlı Ekonomisi (Tevfik Güran)	p. 366	unmatched	0	YÜZVILDAOSMANLI EKONOMiSi ÜZERiNE AAAŞTIAMALAA Esami-i devôir Çıraklık ve muhtac
Hicaz.md	Türk Halkbilimi (Sedat Veyis Örnek)	p. 98	updated		IV. cilt ise "evlenme ve düäünler, doöum ve ölüm, sünnet düöünleri, ramazanlar,  → cilt içerisinde konulara ılıkın fotoğraflar, çizimler ve notalar da konulmutur. 
Hicaz.md	Sultanın Paşaları (Olivier Bouquet)	p. 458	updated		Buzpınar'a bakılırsa Hicaz'da valiler Babıali tarafından yerlerinde tutulmaya ça → Buzpınar'a bakılırsa Hicaz'da valiler Babıali tarafından yerlerinde tutulmaya ça
Hicaz.md	Büyük Petro (Robert K. Massie)	p. 654	updated		Libya, Irak, Yemen, Tunus, Cezayir, Kıbrıs'tır. [Elinizdeki kitabın yazılmasında → Libya, Irak, Yemen, Tunus, Cezayir, Kıbrıs'tır. [Elinizdeki kitabın yazılmasında
Hindistan.md	Şahbaba (Murat Bardakçı)	p. 167	unmatched	63	Lord Curher ne kadar "Müslümanlah iyi ve Halife'nin Istanbul'dan Hindistan'daki 
